ID,Description,Source,Name,Form_ID,Comment,Doubt
3040,"1st plural inclusive possessive pronoun, of us, our",pmr1,*-ca,protomicronesian-1stpluralinclusivepossessivepronounofusour-1,,false
3041,state of being,pmr1,*ca-,protocentralmicronesian-stateofbeing-1,"_Cf._ [Pohnpeian](LanguageTable#cldf:pohnpeian) _tεtε-_ or _tεtε-n_ in such honorific expressions as _tεtεmpala_, _tεtεnsik_. See [Proto-Central Micronesian](LanguageTable?is_proto#cldf:protocentralmicronesian) [&ast;cafifi](FormTable#cldf:protocentralmicronesian-twistedtangled-1) ‘twisted, tangled’, [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;ca-riwariwa_ ‘be shiny, glossy, bright, glitter’, [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;cééú_ ‘continuously widespread’, [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;cappa_ ‘be turned face down’, [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;coroŋo_ ‘noisy condition’, [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;caapaapa_ ‘flattened’.",false
3042,"blood, be bloody",pmr1,"*caa, cacaa",protomicronesian-bloodbebloody-1,,false
3043,"twisted, tangled",pmr1,*cafifi,protocentralmicronesian-twistedtangled-1,"See [Proto-Central Micronesian](LanguageTable?is_proto#cldf:protocentralmicronesian) [&ast;ca-](FormTable#cldf:protocentralmicronesian-stateofbeing-1) ‘state of being’, [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;ffi, fiffi_ ‘tangled’.",false
3044,to spread,pmr1,*cai,protocentralmicronesian-tospread-1,,false
3045,"stone, coral",pmr1,*cakai,protocentralmicronesian-stonecoral-1,"The [Gilbertese](LanguageTable#cldf:gilbertese) form also reflects [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _&ast;sakau_ ‘reef’, the two reflexes apparently having become homonyms closely similar in meaning, as noted by [Marck (1994:317)](Source#cldf:marck1994), who reconstructs this as [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _&ast;t’akau_.",false
3046,"dark, black",pmr1,"*calo, calocalo",protomicronesian-darkblack-1,,false
3047,"forehead, brow",pmr1,*camʷa,protomicronesian-foreheadbrow-1,_Cf._ also [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;kaú-camʷa_ ‘tie beam’.,false
3048,to lick,pmr1,"*camʷ  [ai], camʷ  [ai]-ti",protomicronesian-tolick-1,,false
3049,fresh water,pmr1,"*canu-, cacanu, canucanu",protomicronesian-freshwater-1,"See also [Marck (1994:309)](Source#cldf:marck1994) [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _&ast;t’anu_ fresh water, nonsaline flowing liquids in general.",false
3050,move quickly,pmr1,*caŋa,protocentralmicronesian-movequickly-1,,false
3051,"be loved, dear",pmr1,*caŋi,protocentralmicronesian-beloveddear-1,,false
3052,"group, group member",pmr1,*cao,protocentralmicronesian-groupgroupmember-1,,false
3053,adhere,pmr1,"*capa, cacapa",protowesternmicronesian-adhere-1,"see [Proto-Western Micronesian](LanguageTable?is_proto#cldf:protowesternmicronesian) _papaca paca,_.",false
3054,"beginning, origin, base",pmr1,*capi,protowesternmicronesian-beginningoriginbase-1,,false
3055,leaf,pmr1,*cau,protomicronesian-leaf-1,"_Cf._ [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _cau-lapa cau-,_ ‘wide, width’.",false
3056,"wide, width",pmr1,"*cau-, cau-lapa",protomicronesian-widewidth-1,_Cf._ [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;cau](FormTable#cldf:protomicronesian-leaf-1) ‘leaf’.,false
3057,"slow, late",pmr1,*cawa,protomicronesian-slowlate-1,,false
3058,"heavy, heaviness",pmr1,"*cawu, cacawu, cawucawu",protomicronesian-heavyheaviness-1,,false
3059,"shake, tremble",pmr1,"*cece, cecece",protomicronesian-shaketremble-1,"_Cf._ also [Proto-Pohnpeic-Chuukic](LanguageTable?is_proto#cldf:protopohnpeicchuukic) _&ast;cee, ceecee_ ‘move quickly’, [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;cici](FormTable#cldf:protomicronesian-tremble-1) ‘tremble’, [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;rere](FormTable#cldf:protomicronesian-tremblewithfear-1) ‘tremble (with fear)’, [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;caka-i-, ccaka-i-_ ‘chase, pursue’.",false
3060,strand tree,pmr1,"*ceni, ceceni",protomicronesian-strandtree-1,Note that the vowel _e_ in the [Chuukese](LanguageTable#cldf:chuukese) form is unexpected (we expect _i_). [Yapese](LanguageTable#cldf:yapese) _cheen_ ‘a beach heliotrope’ appears to be a loan from a Chuukic source.,false
3061,Carangid fish,pmr1,"*cepa, cecepa",protomicronesian-carangidfish-1,,false
3062,give voice,pmr1,*cia,protomicronesian-givevoice-1,,false
3063,tremble,pmr1,*cici,protomicronesian-tremble-1,"_Cf._ also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _cecece cece,_ ‘shake, tremble’, [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;cucu](FormTable#cldf:protomicronesian-trembleshake-1) ‘tremble, shake’, [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;rere](FormTable#cldf:protomicronesian-tremblewithfear-1) ‘tremble (with fear)’.",false
3064,"inscribe, tattoo",pmr1,*ciciŋi,protomicronesian-inscribetattoo-1,,false
3065,swelling,pmr1,*ciilee,protomicronesian-swelling-1,See also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _cili (?)_‘have a sty in the eye.,true
3066,"small, little",pmr1,*ciki,protomicronesian-smalllittle-1,,false
3067,have a sty in the eye,pmr1,*cili,protomicronesian-haveastyintheeye-1,There seems to be a problem with the vowel of the [Kosraean](LanguageTable#cldf:kosraean) form. See also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _ciilee ?_ (?) ‘swelling’.,true
3068,"tip up, raise up, nod, bob",pmr1,*cimʷe,protomicronesian-tipupraiseupnodbob-1,,false
3069,"curve, bend inward",pmr1,*cipʷa₁,protomicronesian-curvebendinward-1,"See also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;cipʷa₂](FormTable#cldf:protomicronesian-tongs-1) ‘tongs’. _Cf._ [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _kupʷe-li kupʷe,_ ‘be bent, to bend (something).",false
3070,tongs,pmr1,*cipʷa₂,protomicronesian-tongs-1,"Reference may originally have been to a green stick that was bent (broken) to make tongs. See also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;cipʷa₁](FormTable#cldf:protomicronesian-curvebendinward-1) ‘curve, bend inward’.",false
3071,pertaining to the ear,pmr1,*ciwa,protomicronesian-pertainingtotheear-1,"see [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _cuacua cua,_.",false
3072,a fish,pmr1,*co[wØ]a-,protocentralmicronesian-afish-1,see [Proto-Central Micronesian](LanguageTable?is_proto#cldf:protocentralmicronesian) [&ast;tawu](FormTable#cldf:protocentralmicronesian-afish-5).,true
3073,hand net,pmr1,"*cowu, cowu-ki",protomicronesian-handnet-1,,false
3074,pertaining to the ear,pmr1,"*cua, cuacua or *ciwa",protomicronesian-pertainingtotheear-2,,false
3075,"tremble, shake",pmr1,*cucu,protomicronesian-trembleshake-1,"_Cf._ also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _cecece cece,_ ‘shake, tremble’, [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;cici](FormTable#cldf:protomicronesian-tremble-1) ‘tremble’, [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;rere](FormTable#cldf:protomicronesian-tremblewithfear-1) ‘tremble (with fear)’.",false
3076,"meet, encounter",pmr1,"*cuu, cuu-ŋi",protowesternmicronesian-meetencounter-1,"[Kosraean](LanguageTable#cldf:kosraean) _su-n_ ‘to meet (someone), arrive at (a place)’ is presumably a loan.",false
3077,bone,pmr1,*cuyi-,protomicronesian-bone-1,"See also [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;cúyicúyi_ ‘yard, boom (of canoe)’. Note that this example, along with [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _mʷotu-Si mʷotu,_ ‘cut, sever, break off’, shows that pre [Proto-Oceanic](LanguageTable?is_proto#cldf:protooceanic) _&ast;ns_ merged with [Pre-Proto-Oceanic](LanguageTable?is_proto#cldf:preprotooceanic) _&ast;nd_ and _&ast;nt_ as [Proto-Oceanic](LanguageTable?is_proto#cldf:protooceanic) _&ast;d_, contrary to present reconstructions for [Proto-Oceanic](LanguageTable?is_proto#cldf:protooceanic) ([Grace 1969](Source#cldf:grace1969), [Ross 1988](Source#cldf:ross1988)). For further discussion and examples, see [Goodenough 1992 fn. 6](Source#cldf:goodenough1992), [Goodenough 1997](Source#cldf:goodenough1997).",false
3078,"he, she, it (subject marker)",pmr1,*e-,protomicronesian-hesheitsubjectmarker-1,,false
3079,"stinging, smarting",pmr1,*ecieci,protomicronesian-stingingsmarting-1,see [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;⎣fØ⎦eci⎣fØ⎦eci](FormTable#cldf:protomicronesian-stingingsmarting-2).,false
3080,"here, this near speaker",pmr1,*ee,protomicronesian-herethisnearspeaker-1,,false
3081,"this, that",pmr1,*ena,protomicronesian-thisthat-1,,false
3082,"lee platform of sailing canoe, platform on side opposite to outrigger float",pmr1,*epaepa,protocentralmicronesian-leeplatformofsailingcanoeplatformonsideoppositetooutriggerfloat-1,,false
3083,to peel with the teeth,pmr1,*etieti,protomicronesian-topeelwiththeteeth-1,"See also [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;[kØ]aTe-i-, [kØ]aTTe-i-_ ‘tear or peel with the teeth’.",false
3084,reciprocal,pmr1,*fa-,protomicronesian-reciprocal-1,"Note [Saipan Carolinian](LanguageTable#cldf:saipancarolinian) _sefáŋŋ_, _sefáŋ_ and [Saipan Carolinian·T](LanguageTable#cldf:saipancaroliniant) _hefáŋ_ are metathasized forms of _fe sáŋŋ_ and &ast;_fe háng_ respectively.",false
3085,where?,pmr1,*-faa,protomicronesian-where-1,"See also [Proto-Central Micronesian](LanguageTable?is_proto#cldf:protocentralmicronesian) [&ast;iaa](FormTable#cldf:protocentralmicronesian-where-2) ‘where?’, [Proto-Central Micronesian](LanguageTable?is_proto#cldf:protocentralmicronesian) [&ast;maia](FormTable#cldf:protocentralmicronesian-fromwhere-1) from ‘where?’.",false
3086,"underside, under",pmr1,*faa-,protomicronesian-undersideunder-1,"_Cf._ also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _faa-[sS]i faa,_ ‘apply the sole of the foot’, [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;fa[ae]fa[ae]_ ‘footbrace in the form of a stationary block of wood under the warp beam of a loom’, [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;faa-raki_ ‘use one's foot’.",false
3087,four (prefixed to classifier),pmr1,"*faa-, fa-",protomicronesian-fourprefixedtoclassifier-1,See also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;faŋi](FormTable#cldf:protomicronesian-thenumberfourinserialcounting-1) ‘the number four’ (in serial counting).,false
3088,"string, be strung",pmr1,"*faa, faasa",protomicronesian-stringbestrung-1,_Cf._ [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;awo](FormTable#cldf:protomicronesian-fishline-1) ‘fishline’.,false
3089,apply the sole of the foot,pmr1,"*faa, faa-[sS]i",protomicronesian-applythesoleofthefoot-1,"_Cf._ also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;faa-](FormTable#cldf:protomicronesian-undersideunder-1) ‘underside, under’, [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;fa[ae]fa[ae]_ ‘footbrace in the form of a stationary block of wood under the warp beam of a loom’, [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;faa-raki_ ‘use one's foot’.",false
3090,lower region of sky,pmr1,"*faa-i-laŋi, faa-ni-laŋi",protocentralmicronesian-lowerregionofsky-1,"See [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;faa-](FormTable#cldf:protomicronesian-undersideunder-1) ‘underside, under’ and [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;laŋi](FormTable#cldf:protomicronesian-skyheavenstorm-1) ‘sky, heaven, storm’.",false
3091,pandanus,pmr1,*faca,protomicronesian-pandanus-1,,false
3092,constantly,pmr1,*faco,protocentralmicronesian-constantly-1,,false
3093,firewood,pmr1,*fafia,protomicronesian-firewood-1,,false
3094,"rayfish, stingray",pmr1,"*fai, fai-a",protomicronesian-rayfishstingray-1,"Note that the _l_ of [Pulo-Annan](LanguageTable#cldf:puloannan) form is unexpected. [Kosraean](LanguageTable#cldf:kosraean) (_sii)-fε_ ‘devilfish, ray’ is an apparent loan.",false
3096,woman,pmr1,*faifine,protomicronesian-woman-1,,false
3097,"do what, what?",pmr1,*faiSa,protomicronesian-dowhatwhat-1,"Note [Gilbertese](LanguageTable#cldf:gilbertese) _e_ instead of expected _i_. See [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _mee-Saa -Saa,_ ‘interrogative suffix’. Note also [Proto-Pohnpeic-Chuukic](LanguageTable?is_proto#cldf:protopohnpeicchuukic) _&ast;fee_ ‘engage in sexual intercourse, perform an action’.",true
3095,kiss by rubbing noses,pmr1,*fai-Toŋo,protowesternmicronesian-kissbyrubbingnoses-1,_Cf._ [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;fa-](FormTable#cldf:protomicronesian-reciprocal-1) ‘reciprocal’. [Marshallese](LanguageTable#cldf:marshallese) _t_ is unexplained.,false
3098,evening,pmr1,*fakaafi,protomicronesian-evening-1,See also [Marck (1994:312)](Source#cldf:marck1994) [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _&ast;faka-afi_.,false
3099,meeting house,pmr1,*fale,protomicronesian-meetinghouse-1,"Note: [Marshallese](LanguageTable#cldf:marshallese) _pal_ ‘house’ and [Gilbertese](LanguageTable#cldf:gilbertese) _bare-(aka)_ ‘boathouse’ are apparent loans, in the [Gilbertese](LanguageTable#cldf:gilbertese) case clearly from a Polynesian source.",false
3100,"taboo, sacred",pmr1,*fali,protomicronesian-taboosacred-1,,false
